question,answer
"What was the average household expenditure on Room air conditioners, portable humidifiers and dehumidifiers in British Columbia in 2021 for All quintiles?","$98"
"What was the average household expenditure on Other electric equipment and appliances (including parts and attachments) in British Columbia in 2021 for All quintiles?","$181"
"What was the average household expenditure on Other household equipment in British Columbia in 2021 for All quintiles?","$941"
"What was the average household expenditure on Home and workshop tools and equipment in British Columbia in 2021 for All quintiles?","$199"
"What was the average household expenditure on Lawn, garden and snow-removal equipment and tools in British Columbia in 2021 for All quintiles?","$218"
"What was the average household expenditure on Non-electric kitchen and cooking equipment in British Columbia in 2021 for All quintiles?","$249"
"What was the average household expenditure on Other household equipment, parts and accessories in British Columbia in 2021 for All quintiles?","$275"
"What was the average household expenditure on Maintenance, rental, repairs and services related to household furnishings and equipment in British Columbia in 2021 for All quintiles?","$172"
"What was the average household expenditure on Services related to household furnishings and equipment in British Columbia in 2021 for All quintiles?","$58"
"What was the average household expenditure on Rental of heating equipment in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Home security services in British Columbia in 2021 for All quintiles?","$54"
"What was the average household expenditure on Clothing and accessories in British Columbia in 2021 for All quintiles?","$2,517"
"What was the average household expenditure on Women's and girls' wear (women and girls aged 14 years and over) in British Columbia in 2021 for All quintiles?","$967"
"What was the average household expenditure on Clothing (women and girls aged 14 years and over) in British Columbia in 2021 for All quintiles?","$706"
"What was the average household expenditure on Footwear (women and girls aged 14 years and over) in British Columbia in 2021 for All quintiles?","$261"
"What was the average household expenditure on Men's and boys' wear (men and boys aged 14 years and over) in British Columbia in 2021 for All quintiles?","$603"
"What was the average household expenditure on Clothing (men and boys aged 14 years and over) in British Columbia in 2021 for All quintiles?","$408"
"What was the average household expenditure on Footwear (men and boys aged 14 years and over) in British Columbia in 2021 for All quintiles?","$194"
"What was the average household expenditure on Children's wear (children under 14 years of age) in British Columbia in 2021 for All quintiles?","$260"
"What was the average household expenditure on Clothing and cloth diapers (children under 14 years of age) in British Columbia in 2021 for All quintiles?","$190"
"What was the average household expenditure on Footwear (children under 14 years of age) in British Columbia in 2021 for All quintiles?","$70"
"What was the average household expenditure on Athletic footwear in British Columbia in 2021 for All quintiles?","$203"
"What was the average household expenditure on Accessories in British Columbia in 2021 for All quintiles?","$118"
"What was the average household expenditure on Watches and jewellery in British Columbia in 2021 for All quintiles?","$148"
"What was the average household expenditure on Clothing material, yarn, thread, and other notions in British Columbia in 2021 for All quintiles?","$77"
"What was the average household expenditure on Clothing services in British Columbia in 2021 for All quintiles?","$141"
"What was the average household expenditure on Laundromats, dry-cleaning and laundry services in British Columbia in 2021 for All quintiles?","$63"
"What was the average household expenditure on Services for clothing, footwear and jewellery in British Columbia in 2021 for All quintiles?","$78"
"What was the average household expenditure on Transportation in British Columbia in 2021 for All quintiles?","$10,870"
"What was the average household expenditure on Private transportation in British Columbia in 2021 for All quintiles?","$10,120"
"What was the average household expenditure on Private use automobiles, vans, and trucks in British Columbia in 2021 for All quintiles?","$4,612"
"What was the average household expenditure on Purchase of automobiles, vans, and trucks in British Columbia in 2021 for All quintiles?","$4,379"
"What was the average household expenditure on Automobiles (purchase) in British Columbia in 2021 for All quintiles?","$1,130"
"What was the average household expenditure on Vans (including mini-vans, purchase) in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Trucks (including sport utility vehicles, purchase) in British Columbia in 2021 for All quintiles?","$3,020"
"What was the average household expenditure on Accessories for automobiles, vans, and trucks in British Columbia in 2021 for All quintiles?","$56"
"What was the average household expenditure on Fees for leased automobiles, vans and trucks in British Columbia in 2021 for All quintiles?","$178"
"What was the average household expenditure on Regular fees for leased automobiles, vans and trucks in British Columbia in 2021 for All quintiles?","$151"
"What was the average household expenditure on Regular fees for leased automobiles in British Columbia in 2021 for All quintiles?","$63"
"What was the average household expenditure on Regular fees for leased vans and trucks in British Columbia in 2021 for All quintiles?","$88"
"What was the average household expenditure on Other costs for leased automobiles, vans, and trucks (include down payment and closing costs) in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Rented automobiles, vans, and trucks in British Columbia in 2021 for All quintiles?","$60"
"What was the average household expenditure on Automobile, van, and truck operations in British Columbia in 2021 for All quintiles?","$5,447"
"What was the average household expenditure on Registration fees for automobiles, vans, and trucks (including insurance if part of registration) in British Columbia in 2021 for All quintiles?","$1,956"
"What was the average household expenditure on Private and public vehicle insurance premiums in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Tires, batteries, and other parts and supplies for vehicles in British Columbia in 2021 for All quintiles?","$300"
"What was the average household expenditure on Maintenance and repairs of vehicles in British Columbia in 2021 for All quintiles?","$719"
"What was the average household expenditure on Vehicle operation, security and communication services in British Columbia in 2021 for All quintiles?","$31"
"What was the average household expenditure on Gas and other fuels (all vehicles and tools) in British Columbia in 2021 for All quintiles?","$2,235"
"What was the average household expenditure on Parking (excluding parking fees included in rent and traffic and parking tickets) in British Columbia in 2021 for All quintiles?","$133"
"What was the average household expenditure on Drivers' licences and tests, and driving lessons in British Columbia in 2021 for All quintiles?","$73"
"What was the average household expenditure on Drivers' licences and tests in British Columbia in 2021 for All quintiles?","$23"
"What was the average household expenditure on Driving lessons in British Columbia in 2021 for All quintiles?","$50"
"What was the average household expenditure on Public transportation in British Columbia in 2021 for All quintiles?","$751"
"What was the average household expenditure on City or commuter bus, subway, streetcar and commuter train in British Columbia in 2021 for All quintiles?","$155"
"What was the average household expenditure on Taxi (including tips) in British Columbia in 2021 for All quintiles?","$50"
"What was the average household expenditure on Peer-to-peer ride services in British Columbia in 2021 for All quintiles?","$59"
"What was the average household expenditure on Other local passenger transportation in British Columbia in 2021 for All quintiles?","$62"
"What was the average household expenditure on Airplane in British Columbia in 2021 for All quintiles?","$220"
"What was the average household expenditure on Inter-city bus in British Columbia in 2021 for All quintiles?","$1"
"What was the average household expenditure on Other inter-city passenger transportation services in British Columbia in 2021 for All quintiles?","$39"
"What was the average household expenditure on Household moving and storage services in British Columbia in 2021 for All quintiles?","$164"
"What was the average household expenditure on Health care in British Columbia in 2021 for All quintiles?","$2,973"
"What was the average household expenditure on Direct health care costs to household in British Columbia in 2021 for All quintiles?","$2,381"
"What was the average household expenditure on Prescribed medicines, pharmaceutical products and cannabis for medical use in British Columbia in 2021 for All quintiles?","$483"
"What was the average household expenditure on Prescribed medicines and pharmaceutical products in British Columbia in 2021 for All quintiles?","$462"
"What was the average household expenditure on Cannabis for medical use in British Columbia in 2021 for All quintiles?","$21"
"What was the average household expenditure on Non-prescribed medicines, pharmaceutical products, health care supplies and equipment in British Columbia in 2021 for All quintiles?","$694"
"What was the average household expenditure on Health care services in British Columbia in 2021 for All quintiles?","$347"
"What was the average household expenditure on Health care practitioners (excluding general practitioners and specialists) in British Columbia in 2021 for All quintiles?","$178"
"What was the average household expenditure on Health care by general practitioners and specialists in British Columbia in 2021 for All quintiles?","$54"
"What was the average household expenditure on Weight control programs, smoking cessation programs and other medical services in British Columbia in 2021 for All quintiles?","$55"
"What was the average household expenditure on Eye-care goods and services in British Columbia in 2021 for All quintiles?","$319"
"What was the average household expenditure on Prescription eye wear in British Columbia in 2021 for All quintiles?","$198"
"What was the average household expenditure on Non-prescription eye wear and other eye-care goods in British Columbia in 2021 for All quintiles?","$63"
"What was the average household expenditure on Eye-care services (e.g. surgery, exams) in British Columbia in 2021 for All quintiles?","$59"
"What was the average household expenditure on Dental services in British Columbia in 2021 for All quintiles?","$538"
"What was the average household expenditure on Private health insurance plan premiums in British Columbia in 2021 for All quintiles?","$592"
"What was the average household expenditure on Private health and dental plan premiums in British Columbia in 2021 for All quintiles?","$494"
"What was the average household expenditure on Accident or disability insurance premiums in British Columbia in 2021 for All quintiles?","$98"
"What was the average household expenditure on Personal care in British Columbia in 2021 for All quintiles?","$1,574"
"What was the average household expenditure on Personal care products in British Columbia in 2021 for All quintiles?","$653"
"What was the average household expenditure on Hair care products in British Columbia in 2021 for All quintiles?","$90"
"What was the average household expenditure on Makeup, skin care, manicure and fragrance products in British Columbia in 2021 for All quintiles?","$220"
"What was the average household expenditure on Makeup, skin care and manicure products in British Columbia in 2021 for All quintiles?","$199"
"What was the average household expenditure on Fragrance products in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Personal deodorants in British Columbia in 2021 for All quintiles?","$12"
"What was the average household expenditure on Body soaps in British Columbia in 2021 for All quintiles?","$54"
"What was the average household expenditure on Oral hygiene products in British Columbia in 2021 for All quintiles?","$69"
"What was the average household expenditure on Disposable diapers in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Other personal care supplies and equipment in British Columbia in 2021 for All quintiles?","$170"
"What was the average household expenditure on Personal care services in British Columbia in 2021 for All quintiles?","$921"
"What was the average household expenditure on Hair grooming services in British Columbia in 2021 for All quintiles?","$620"
"What was the average household expenditure on Other personal care services in British Columbia in 2021 for All quintiles?","$301"
"What was the average household expenditure on Recreation in British Columbia in 2021 for All quintiles?","$4,770"
"What was the average household expenditure on Recreational equipment and related services in British Columbia in 2021 for All quintiles?","$1,677"
"What was the average household expenditure on Sports, athletic and recreational equipment and related services in British Columbia in 2021 for All quintiles?","$283"
"What was the average household expenditure on Outdoor play equipment and accessories in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Children's toys in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Video game systems and accessories (excluding for computers) in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Art and craft materials in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Computer equipment and supplies in British Columbia in 2021 for All quintiles?","$842"
"What was the average household expenditure on Computer hardware in British Columbia in 2021 for All quintiles?","$439"
"What was the average household expenditure on Computer software and video game systems in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Computer supplies and other equipment in British Columbia in 2021 for All quintiles?","$86"
"What was the average household expenditure on Tablet computers in British Columbia in 2021 for All quintiles?","$159"
"What was the average household expenditure on E-Book readers in British Columbia in 2021 for All quintiles?","$6"
"What was the average household expenditure on Wearable electronic devices in British Columbia in 2021 for All quintiles?","$89"
"What was the average household expenditure on Photographic goods and services in British Columbia in 2021 for All quintiles?","$118"
"What was the average household expenditure on Camcorders, cameras, parts, accessories and related equipment in British Columbia in 2021 for All quintiles?","$44"
"What was the average household expenditure on Photographic services in British Columbia in 2021 for All quintiles?","$74"
"What was the average household expenditure on Other recreational equipment in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Home entertainment equipment and services in British Columbia in 2021 for All quintiles?","$387"
"What was the average household expenditure on Home entertainment equipment in British Columbia in 2021 for All quintiles?","$338"
"What was the average household expenditure on Audio equipment and home theatre systems in British Columbia in 2021 for All quintiles?","$93"
"What was the average household expenditure on Video equipment in British Columbia in 2021 for All quintiles?","$197"
"What was the average household expenditure on DVD players, Blu-Ray players and other video equipment and accessories in British Columbia in 2021 for All quintiles?","$29"
"What was the average household expenditure on Televisions in British Columbia in 2021 for All quintiles?","$168"
"What was the average household expenditure on Pre-recorded media, music downloads and blank audio and video media in British Columbia in 2021 for All quintiles?","$48"
"What was the average household expenditure on Home entertainment services in British Columbia in 2021 for All quintiles?","$49"
"What was the average household expenditure on Rental of videotapes, DVDs and video games in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment in British Columbia in 2021 for All quintiles?","$45"
"What was the average household expenditure on Recreational services in British Columbia in 2021 for All quintiles?","$1,208"
"What was the average household expenditure on Entertainment in British Columbia in 2021 for All quintiles?","$632"
"What was the average household expenditure on Movie theatres in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Live sporting and performing arts events in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Admission fees to museums, zoos and other sites in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Television and satellite radio services (including installation, service and pay TV charges) in British Columbia in 2021 for All quintiles?","$500"
"What was the average household expenditure on Use of recreational facilities and fees for other recreational activities in British Columbia in 2021 for All quintiles?","$415"
"What was the average household expenditure on Dues and fees for sports and recreational activities and athletic and recreational facilities in British Columbia in 2021 for All quintiles?","$354"
"What was the average household expenditure on Children's camps in British Columbia in 2021 for All quintiles?","$61"
"What was the average household expenditure on Package trips in British Columbia in 2021 for All quintiles?","$118"
"What was the average household expenditure on Other recreational services in British Columbia in 2021 for All quintiles?","$43"
"What was the average household expenditure on Recreational vehicles and associated services in British Columbia in 2021 for All quintiles?","$1,498"
"What was the average household expenditure on Purchase of recreational vehicles in British Columbia in 2021 for All quintiles?","$1,075"
"What was the average household expenditure on Motorcycles and snowmobiles (purchase) in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on All-terrain vehicles (purchase) in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Bicycles (purchase) in British Columbia in 2021 for All quintiles?","$179"
"What was the average household expenditure on Other recreational vehicles (purchase) in British Columbia in 2021 for All quintiles?","$681"
"What was the average household expenditure on Operation of recreational vehicles in British Columbia in 2021 for All quintiles?","$423"
"What was the average household expenditure on Insurance premiums for recreational vehicles in British Columbia in 2021 for All quintiles?","$83"
"What was the average household expenditure on Registration fees and licences for recreational vehicles in British Columbia in 2021 for All quintiles?","$24"
"What was the average household expenditure on Parking, storage fees and other dues in British Columbia in 2021 for All quintiles?","$73"
"What was the average household expenditure on Other expenses for recreational vehicles in British Columbia in 2021 for All quintiles?","$243"
"What was the average household expenditure on Education in British Columbia in 2021 for All quintiles?","$2,491"
"What was the average household expenditure on Tuition fees in British Columbia in 2021 for All quintiles?","$2,363"
"What was the average household expenditure on Tuition fees for kindergarten, elementary and secondary schools in British Columbia in 2021 for All quintiles?","$445"
"What was the average household expenditure on Tuition fees for university in British Columbia in 2021 for All quintiles?","$1,060"
"What was the average household expenditure on Tuition fees for other training (college, trade and professional institutions) in British Columbia in 2021 for All quintiles?","$517"
"What was the average household expenditure on Other educational services in British Columbia in 2021 for All quintiles?","$80"
"What was the average household expenditure on Personal interest courses and lessons (excluding driving lessons) in British Columbia in 2021 for All quintiles?","$261"
"What was the average household expenditure on Textbooks and school supplies in British Columbia in 2021 for All quintiles?","$128"
"What was the average household expenditure on Reading materials and other printed matter in British Columbia in 2021 for All quintiles?","$199"
"What was the average household expenditure on Newspapers in British Columbia in 2021 for All quintiles?","$18"
"What was the average household expenditure on Magazines and periodicals in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Books and E-Books (excluding school books) in British Columbia in 2021 for All quintiles?","$132"
"What was the average household expenditure on Maps, sheet music and other printed matter in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Services related to reading materials (e.g. photocopying, library fees) in British Columbia in 2021 for All quintiles?","$21"
"What was the average household expenditure on Tobacco products, alcoholic beverages and cannabis for non-medical use in British Columbia in 2021 for All quintiles?","$2,198"
"What was the average household expenditure on Tobacco products and smokers' supplies in British Columbia in 2021 for All quintiles?","$602"
"What was the average household expenditure on Cigarettes in British Columbia in 2021 for All quintiles?","$520"
"What was the average household expenditure on Other tobacco products, smokers' supplies and e-cigarettes in British Columbia in 2021 for All quintiles?","$82"
"What was the average household expenditure on Cannabis for non-medical use in British Columbia in 2021 for All quintiles?","$227"
"What was the average household expenditure on Alcoholic beverages in British Columbia in 2021 for All quintiles?","$1,368"
"What was the average household expenditure on Alcoholic beverages served on licensed premises and in restaurants in British Columbia in 2021 for All quintiles?","$445"
"What was the average household expenditure on Alcoholic beverages purchased from stores in British Columbia in 2021 for All quintiles?","$904"
"What was the average household expenditure on Self-made alcoholic beverages in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Games of chance in British Columbia in 2021 for All quintiles?","$141"
"What was the average household expenditure on Government-run lotteries in British Columbia in 2021 for All quintiles?","$119"
"What was the average household expenditure on Other games of chance in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Casinos, bingos and gaming machines in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Non-government lotteries and raffle tickets in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Miscellaneous expenditures in British Columbia in 2021 for All quintiles?","$1,984"
"What was the average household expenditure on Financial services in British Columbia in 2021 for All quintiles?","$965"
"What was the average household expenditure on Service charges for banks and other financial institutions in British Columbia in 2021 for All quintiles?","$169"
"What was the average household expenditure on Administration fees for brokers and stock and bond commissions in British Columbia in 2021 for All quintiles?","$540"
"What was the average household expenditure on Other financial services in British Columbia in 2021 for All quintiles?","$256"
"What was the average household expenditure on Other miscellaneous goods and services in British Columbia in 2021 for All quintiles?","$1,020"
"What was the average household expenditure on Fines in British Columbia in 2021 for All quintiles?","$28"
"What was the average household expenditure on Legal services not related to dwellings in British Columbia in 2021 for All quintiles?","$158"
"What was the average household expenditure on Dues to unions and professional associations in British Columbia in 2021 for All quintiles?","$364"
"What was the average household expenditure on Contributions and dues for social clubs and other organizations in British Columbia in 2021 for All quintiles?","$59"
"What was the average household expenditure on Funeral services in British Columbia in 2021 for All quintiles?","$98"
"What was the average household expenditure on Government services in British Columbia in 2021 for All quintiles?","$30"
"What was the average household expenditure on Wholesale/retail memberships in British Columbia in 2021 for All quintiles?","$114"
"What was the average household expenditure on Convenience fees in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Other goods and services in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Discounts and refunds in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Recycling fees and other environmental fees in British Columbia in 2021 for All quintiles?","$8"
"What was the average household expenditure on Other general expenditures in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Income taxes in British Columbia in 2021 for All quintiles?","$17,832"
"What was the average household expenditure on Personal insurance payments and pension contributions in British Columbia in 2021 for All quintiles?","$5,267"
"What was the average household expenditure on Employment insurance and Quebec parental insurance premiums in British Columbia in 2021 for All quintiles?","$628"
"What was the average household expenditure on Retirement and pension fund payments in British Columbia in 2021 for All quintiles?","$3,953"
"What was the average household expenditure on Premiums on life, term and endowment insurance in British Columbia in 2021 for All quintiles?","$686"
"What was the average household expenditure on Gifts of money, support payments and charitable contributions in British Columbia in 2021 for All quintiles?","$1,776"
"What was the average household expenditure on Gifts of money and support payments in British Columbia in 2021 for All quintiles?","$1,052"
"What was the average household expenditure on Gifts of money to persons living in Canada in British Columbia in 2021 for All quintiles?","$594"
"What was the average household expenditure on Gifts of money to persons living outside Canada in British Columbia in 2021 for All quintiles?","$213"
"What was the average household expenditure on Alimony and child support in British Columbia in 2021 for All quintiles?","N/A"
"What was the average household expenditure on Charitable contributions in British Columbia in 2021 for All quintiles?","$724"
